Name,Current price,Change(%),Open,High,Low,Volume
ANGIODYNAMICS INC.,7.44,11.98,7.56,7.61,7.3,305152
CLEARPOINT NEURO INC.,8.88,11.99,9.06,9.17,8.64,304468
UNITED THERAPEUTICS,330.26,10.24,330.15,332.77,328.54,303833
BIOMEA FUSION INC.,5.72,14.03,5.95,6.01,5.55,303478
WINGSTOP INC.,371.48,0.14,371.64,376.53,366.57,302859
MONRO INC.,26.42,0.8,26.26,26.43,25.72,302667
SPYRE THERAPEUTICS INC.,24.8,11.78,25.3,25.3,24.41,302647
UNIVERSAL DISPLAY,168.58,0.35,167.58,170.26,166.7,302576
HARMONY BIOSCIENCES HLD.,33.84,10.44,33.99,34.25,33.29,301867
ICECURE MEDICAL,0.605,11.98,0.62,0.62,0.58,301200
MR. COOPER GROUP INC.,87.08,1.19,86.25,87.23,86.21,300666
ROPER TECHNOLOGIES INC.,526.78,0.72,521.23,527.79,517.97,300107
COMMERCE BANCSHARES INC.,60.45,10.07,60.36,60.56,60.06,299821
NOVA,225.44,4.26,216.03,226.63,213.92,297355
CINCINNATI FINANCIAL,128.18,0.64,127.23,128.27,126.45,296725
BRIGHTCOVE INC.,2.0,16.98,2.14,2.22,1.98,296620
KYMERA THERAPEUTICS INC.,41.44,11.36,42.33,42.79,41.04,296304
ALLAKOS INC.,0.662,15.4,0.71,0.73,0.66,296125
IMPINJ INC.,150.15,1.04,147.51,150.64,146.01,294879
THE LOVESAC COMPANY,22.48,15.35,23.72,23.75,22.21,294217
KELLY SERVICES INC.,19.43,0.31,19.46,19.47,19.08,294047
ROYAL GOLD INC.,129.56,1.27,129.74,130.0,127.82,293965
RENALYTIX PLC ADS,0.3722,3.88,0.38,0.407,0.3722,293880
HAMILTON LANE INC.,137.08,0.24,136.65,137.39,134.53,293606
CONSOLIDATED COMMUNICATIONS HLD.,4.6,0.66,4.56,4.6,4.55,293298
STERLING INFRASTRUCTURE INC.,104.56,13.1,108.39,109.83,104.25,293213
ASCENDIS PHARMA A/S ADS,126.97,0.79,126.0,127.84,124.7,293144
ACCURAY INC.,1.52,0.0,1.51,1.56,1.48,292895
AIRSCULPT TECHNOLOGIES INC.,3.98,1.02,3.2,4.16,2.92,291462
SHENANDOAH TELECOM CO,15.27,12.05,15.49,15.52,14.74,291432
CADRENAL THERAPEUTICS INC.,0.4299,10.74,0.4525,0.4704,0.415,291332
EURONET WORLDWIDE INC.,97.8,0.07,97.41,98.29,96.45,291191
SITIME CORP.,126.7,1.7,124.49,126.96,120.15,291164
CHROMADEX CORP.,2.75,14.51,2.95,2.95,2.69,290010
WAVEDANCER INC.,2.18,10.66,1.96,2.28,1.11,289702
PERDOCEO EDUCATION,22.55,11.01,22.67,22.99,22.22,289373
COMPLETE SOLARIA INC.,1.47,13.92,1.47,1.51,1.37,289118
STOKE THERAPEUTICS INC.,14.42,1.98,14.16,14.53,13.93,289051
IMMUTEP LTD.,1.98,4.76,1.99,2.07,1.94,288899
KINIKSA PHARMACEUTICALS,25.17,1.61,24.82,25.23,24.51,288644
LARIMAR THERAPEUTICS INC.,7.68,3.23,7.53,7.71,7.24,287631
NEW YORK MORTGAGE TRUST INC.,6.28,10.79,6.35,6.35,6.22,286593
DADA NEXUS LTD.,1.27,12.31,1.31,1.32,1.26,285923
JET.AI INC.,0.2601,9.38,0.23,0.2683,0.23,285169
BLACK DIAMOND THERAPEUTICS,4.64,14.13,4.82,5.07,4.57,284937
CHIMERIX INC.,0.8201,11.18,0.8588,0.86,0.8099,284786
MKDWELL TECH INC.,1.34,112.99,1.59,1.66,1.34,284653
VERASTEM INC.,2.35,4.91,2.38,2.38,2.29,284406
KOPIN CORP.,0.8518,10.95,0.87,0.87,0.8441,283612
TRUBRIDGE INC.,12.57,24.46,10.73,12.87,10.52,283270
SILVACO GROUP INC.,15.6,2.56,15.16,16.22,15.04,282322
UMB FINANCIAL CORP.,93.35,11.21,94.26,94.32,92.83,282153
MELAR ACQUISITION,10.02,0.0,10.03,10.03,10.02,282000
TORM PLC,36.93,0.41,36.63,37.08,36.41,281920
RESHAPE LIFESCIENCES INC.,0.1775,14.05,0.185,0.185,0.176,281831
PROCEPT BIOROBOTICS,61.13,11.23,62.37,63.14,60.54,281499
LANDSTAR SYSTEM INC.,187.05,11.42,190.03,190.03,184.98,280596
POTLATCHDELTIC CORP.,41.69,10.22,41.77,42.11,41.41,280437
LINDBLAD EXPEDITIONS HLD.,7.57,0.8,7.32,7.73,7.32,279364
GRYPHON DIGITAL MINING INC,0.6901,11.08,0.709,0.744,0.68,279305
VERU INC.,0.8238,1.69,0.82,0.85,0.8102,278519
ARQIT QUANTUM INC.,0.3199,2.53,0.32,0.322,0.3028,278288
PROKIDNEY,2.18,4.31,2.17,2.25,2.12,277534
APOGEE THERAPEUTICS INC.,40.5,0.35,40.37,41.23,39.85,277512
ASTRIA THERAPEUTICS INC.,9.46,14.92,9.94,10.07,9.36,277509
DAKTRONICS INC.,14.06,1.66,13.79,14.08,13.62,275883
ENGENE HOLDINGS INC.,6.61,16.9,7.02,7.1,6.37,275448
VINCERX PHARMA INC.,0.514,17.55,0.5959,0.5959,0.5086,275368
DMC GLOBAL INC.,11.49,13.45,11.95,12.0,11.44,274138
2SEVENTY BIO INC.,4.18,18.33,4.55,4.61,4.17,273851
CHURCHILL DOWNS INC.,133.66,10.89,134.69,134.73,132.63,273307
PERION NETWORK LTD,8.38,11.53,8.5,8.5,8.32,273198
KINGSOFT CLOUD HOLDINGS,2.43,11.62,2.44,2.47,2.42,272758
ONDAS HOLDINGS INC.,0.7899,13.48,0.86,0.86,0.752,272617
IMUNON INC.,1.09,12.68,1.11,1.15,1.07,272524
CENTURY THERAPEUTICS INC.,1.72,14.44,1.85,1.85,1.69,272387
ZEBRA TECHNOLOGIES,319.95,10.55,320.55,322.98,315.25,271711
CAPITAL SOUTHWEST,23.93,0.08,24.03,24.57,23.7,271339
CROWN ELECTROKINETICS,1.92,17.69,2.05,2.06,1.92,271130
GRID DYNAMICS HLD.,13.33,0.3,13.33,13.41,13.13,270802
QUANTUM COMPUTING INC.,0.5893,12.27,0.615,0.62,0.58,270799
CELCUITY INC.,16.13,11.65,16.56,16.87,15.9,270487
SEACOAST BANKING,25.48,11.01,25.69,25.79,25.28,268866
SCIENCE APPLICATIONS INTERNATIONAL,121.96,0.26,121.46,123.34,119.82,268419
BIONOMICS LTD.,0.6001,0.86,0.6,0.62,0.58,267827
ILEARNINGENGINES INC.,5.78,13.02,5.83,5.99,5.57,266969
NATIONAL CINEMEDIA INC.,6.08,0.33,6.13,6.13,5.93,266937
CVRX INC.,8.54,0.59,8.53,8.94,8.35,266481
TRUECAR INC.,2.88,0.7,2.85,2.95,2.85,266040
AGENUS INC.,5.09,13.6,5.16,5.27,5.02,265879
MILLERKNOLL INC.,28.12,10.18,28.16,28.4,28.0,265576
PDF SOLUTIONS INC.,30.87,2.8,29.92,31.74,29.77,265570
INNOVIVA INC.,18.28,0.16,18.28,18.38,18.1,264468
RHYTHM PHARMACEUTICALS INC.,45.26,11.33,45.86,45.86,44.72,264271
IMMUNOCORE HLD.,37.2,11.9,38.42,38.9,36.77,264234
PREMIER FINANCIAL,23.0,12.99,23.49,23.59,22.73,264126
SUPERIOR GROUP OF COMPANIES,12.65,6.57,11.78,12.83,11.66,264019
NLIGHT INC.,10.63,12.12,10.86,10.86,10.54,263152
VERRICA PHARMACEUTICALS INC.,4.97,13.31,5.16,5.3,4.91,263027
ITEOS THERAPEUTICS INC.,14.71,11.8,15.14,15.14,14.62,261589
ROCKWELL MEDICAL INC.,2.17,1.4,2.2,2.28,2.08,261382
PATRIA INVESTMENTS,11.57,0.09,11.52,11.6,11.43,260923
RAIL VISION,0.5893,2.79,0.57,0.609,0.56,260585
PINNACLE FINANCIAL PARTNERS,86.97,10.2,87.21,87.66,85.75,260243
LEXARIA BIOSCIENCE,3.13,15.44,3.29,3.29,3.02,259994
MODIVCARE INC.,23.58,2.03,23.17,24.3,22.21,258310
ZHONGCHAO INC.,1.56,0.65,1.58,1.69,1.53,256520
SEER INC.,1.72,10.58,1.72,1.73,1.67,256279
MARKETAXESS HOLDINGS INC.,236.06,1.8,231.89,236.98,230.16,255802
CBAK ENERGY TECHNOLOGY INC.,1.01,13.81,1.05,1.14,1.01,255199
TIVIC HEALTH SYSTEMS INC.,0.405,11.7,0.415,0.415,0.388,255090
RIMINI STREET INC.,1.9,2.7,1.83,1.91,1.79,254013
VISTEON CORP.,98.25,12.27,100.12,100.12,97.89,253922
KEZAR LIFE SCIENCES INC.,0.5643,12.27,0.59,0.59,0.5526,253919
CG ONCOLOGY INC.,33.63,1.17,33.59,33.83,32.02,253842
WEREWOLF THERAPEUTICS INC.,1.89,2.16,1.84,1.92,1.71,253790
SUNCAR TECHNOLOGY GROUP INC.,9.1,1.0,8.97,9.55,8.97,253689
APOLLOMICS INC.,0.1609,2.55,0.1631,0.1631,0.1571,253360
ZUMIEZ INC.,24.59,2.29,24.03,24.68,24.03,253232
VILLAGE FARMS INTERNATIONAL,0.9641,15.48,1.02,1.02,0.9611,253155
BUZZFEED INC.,2.31,2.67,2.26,2.34,2.22,252930
POOL CORP.,349.21,10.43,350.73,350.93,347.4,252764
WESTAMERICA BANCORP.,48.57,10.76,49.11,49.11,47.85,252577
NATURE S MIRACLE HOLDING INC.,0.1535,13.58,0.1596,0.164,0.151,252280
SANDY SPRING BANCORP INC.,28.09,10.39,28.08,28.22,27.38,252087
BOOKING HOLDINGS INC.,3443.05,1.42,3394.85,3456.0,3394.85,251858
FIDUS INVESTMENT,19.36,1.52,19.14,19.36,19.02,251556
UROGEN PHARMA,14.66,12.2,15.04,15.23,14.52,251077
CHUY S HOLDINGS INC.,37.05,0.0,37.09,37.18,37.05,250815
SPRING VALLEY ACQUISITION,11.17,0.0,11.17,11.17,11.17,250220
VIRIOS THERAPEUTICS INC.,0.1745,12.68,0.1864,0.1864,0.174,249888
TOWNE BANK,31.3,10.79,31.48,31.48,30.96,249536
INDUSTRIAL LOGISTICS PROPERTIES TRUST,4.76,11.24,4.81,4.82,4.66,248450
FUEL TECH INC.,1.0,1.01,1.05,1.05,0.96,248339
MAREX GROUP PLC,21.09,5.5,19.99,21.21,19.13,248222
HEARTLAND EXPRESS INC.,11.85,11.82,12.17,12.17,11.76,247590
GENEDX HOLDINGS,32.74,10.27,32.84,33.09,31.8,247554
SURGEPAYS INC.,2.39,14.02,2.5,2.5,2.31,247511
OPTIMIZERX CORP.,8.38,15.31,8.84,9.27,7.93,247235
A-MARK PRECIOUS METALS INC.,33.78,12.93,34.94,34.94,33.7,246873
FREEDOM HOLDING,87.9,1.55,88.11,88.11,85.93,246636
EVOTEC SE ADS,3.09,4.39,2.96,3.12,2.94,245109
HEARTLAND FINANCIAL USA INC.,50.02,11.32,50.62,50.64,49.51,245042
HEALTHSTREAM INC.,27.99,10.18,28.05,28.27,27.88,244787
AXONICS INC.,68.51,10.04,68.55,68.8,68.45,243895
MANHATTAN ASSOCIATES INC.,247.8,10.12,248.09,249.35,244.51,243857
THE ENSIGN GROUP INC.,141.25,0.31,140.97,142.04,140.15,242543
D-MARKET ELECTRONIC SERVICES & TRADING,2.8,11.41,2.85,2.89,2.76,242089
GOLDEN ENTERTAINMENT INC.,28.67,1.96,27.42,28.86,27.42,241978
VERITEX HOLDINGS INC.,21.91,11.4,22.09,22.2,21.68,241783
OLD SECOND BANCORP INC.,15.3,10.91,15.4,15.42,15.07,239143
PACTIV EVERGREEN INC.,9.69,13.49,10.04,10.04,9.67,238768
AUGMEDIX INC.,2.27,0.44,2.26,2.28,2.26,238176
QUALIGEN THERAPEUTICS INC.,0.2111,0.81,0.2086,0.2193,0.2051,236978
ASPEN TECHNOLOGY INC.,211.35,1.11,209.0,212.03,203.49,236832
CATHAY GENERAL BANCORP,40.55,10.15,40.57,40.85,40.22,236582
SKYWEST INC.,72.94,10.6,73.46,73.92,72.24,234831
MERCADOLIBRE INC.,1883.62,0.76,1869.62,1909.8,1869.62,232949
COMMERCIAL VEHICLE GROUP INC.,3.44,1.78,3.37,3.5,3.31,232192
AKOYA BIOSCIENCES INC.,2.2,5.26,2.1,2.21,2.08,231219
FLUSHING FINANCIAL,12.94,1.81,12.75,12.96,12.66,230781
NAPCO SECURITY TECHNOLOGIES,53.33,0.95,52.49,53.62,52.11,230595
LIFE360 INC.,35.03,9.13,32.9,36.88,32.1,230243
INVIVYD INC.,1.03,11.9,1.05,1.11,1.01,230059
COMPUGEN,1.75,0.0,1.75,1.77,1.72,229821
PLAYSTUDIOS INC.,1.54,12.53,1.57,1.63,1.5,229640
FORTRESS BIOTECH INC.,1.83,12.14,1.93,1.93,1.79,229429
BANDWIDTH INC.,15.78,1.02,15.63,15.81,15.42,229242
SPORTSMAN S WAREHOUSE HLD.,1.83,14.69,1.93,1.93,1.81,228951
WHEELER REAL ESTATE INVESTMENT TRUST,2.04,119.05,2.46,2.66,1.89,228797
DERMATA THERAPEUTICS INC.,2.46,16.11,2.57,2.88,2.41,228344
UPEXI INC.,0.1954,15.51,0.2,0.22,0.1903,228316
CAMBRIDGE BANCORP,73.59,0.0,75.02,75.62,73.54,228264
ALPHA AND OMEGA SEMICONDUCTOR,36.21,3.46,34.61,36.25,34.0,227796
ONE STOP SYSTEMS INC.,1.96,19.68,2.01,2.09,1.96,227711
HYPERFINE INC.,1.13,2.73,1.15,1.15,1.1,227341
TITAN MACHINERY INC.,15.31,12.55,15.79,15.79,15.13,226875
VERICEL CORP.,45.6,11.41,46.82,47.26,45.57,226491
ONTRAK INC.,0.2108,16.19,0.229,0.2349,0.2063,226132
HYCROFT MINING HOLDING,2.13,14.48,2.28,2.28,2.1,225848
FIRSTCASH HOLDINGS INC.,114.67,1.37,113.6,115.07,113.12,225000
PIERIS PHARMACEUTICALS INC.,15.16,12.32,15.58,16.7,14.3,224431
IDENTIV INC.,3.07,114.48,3.5,3.5,3.05,224059
COUCHBASE INC.,17.47,11.52,17.63,17.82,17.33,223251
BICYCLE THERAPEUTICS PLC ADS,23.19,1.0,23.0,23.55,22.22,222216
G-III APPAREL GROUP,24.88,0.16,24.87,25.18,24.34,221103
CALAVO GROWERS INC.,20.96,11.18,21.13,21.13,20.46,220380
REGULUS THERAPEUTICS INC.,1.48,0.0,1.56,1.56,1.47,219342
I-MAB ADS,1.06,0.95,1.06,1.11,1.04,219216
VIRAX BIOLABS GROUP,1.16,7.41,1.05,1.18,1.05,219211
CSG SYSTEMS INTERNATIONAL INC.,46.87,10.11,46.82,47.4,45.91,218802
CXAPP INC.,1.98,1.54,1.97,2.03,1.91,218689
FARO TECHNOLOGIES INC.,15.17,5.27,14.51,15.57,14.51,218606
RENOVARO INC.,0.62,14.35,0.66,0.6679,0.61,217599
ALLIANCE RESOURCE PARTNERS L.P.,22.8,0.0,22.78,22.99,22.68,217431
NUZEE INC.,2.32,16.45,2.32,2.45,2.14,217336
SIFY TECHNOLOGIES,0.3646,0.11,0.358,0.394,0.355,217204
PROFICIENT AUTO LOGISTICS INC.,18.77,11.88,19.31,20.29,18.2,216637
VIGIL NEUROSCIENCE INC.,2.98,18.31,3.26,3.34,2.9,216419
TECHTARGET INC.,26.82,17.58,28.38,28.59,26.55,216347
BIODEXA PHARMACEUTICALS PLC ADS,0.5961,4.43,0.5672,0.614,0.5672,216326
CUE BIOPHARMA INC.,0.636,13.65,0.67,0.72,0.6338,214421
THE PENNANT GROUP INC.,30.29,5.28,28.89,30.4,28.89,214080
PROTARA THERAPEUTICS INC.,1.9,0.0,1.89,2.01,1.79,213810
TRICO BANCSHARES,41.6,10.93,42.06,42.66,41.08,213626
SKYX PLATFORMS CORP.,1.0,12.91,1.04,1.05,0.95,213428
PURPLE INNOVATION INC.,1.04,0.97,1.05,1.08,1.01,212839
LINCOLN ELECTRIC HLD.,189.65,0.3,188.78,190.51,186.63,212471
P3 HEALTH PARTNERS INC.,0.6068,2.73,0.6148,0.6293,0.595,212315
KOSS CORP.,6.68,17.48,7.38,7.38,6.68,212117
OUTBRAIN INC.,4.66,14.12,4.91,4.91,4.55,211770
ALLIENT INC.,20.6,0.68,20.16,21.15,20.15,211580
NEW MOUNTAIN FINANCE,12.07,0.33,12.01,12.08,11.98,211292
SILICON MOTION TECHNOLOGY,59.92,11.14,60.61,61.12,59.4,211269
ONESPAN INC.,14.97,11.51,15.17,15.2,14.77,211204
MYR GROUP INC.,100.18,13.38,103.41,104.88,99.13,211057
ALIGOS THERAPEUTICS INC.,0.55,0.9,0.55,0.58,0.53,210926
FIRST FINANCIAL BANCORP.,24.21,10.78,24.31,24.33,23.94,210727
ATYR PHARMA INC.,1.82,12.15,1.83,1.87,1.78,210614
JIN MEDICAL INTERNATIONAL,3.16,119.59,3.8,3.83,3.15,210066
OCEANFIRST FINANCIAL,15.66,11.14,15.81,15.81,15.48,209536
AMEDISYS INC,97.75,10.23,97.9,98.07,97.71,209245
SUNSHINE BIOPHARMA INC.,2.77,16.73,2.92,3.49,2.58,208910
O REILLY AUTOMOTIVE INC.,1124.41,0.31,1117.03,1126.43,1111.27,208770
DESTINATION XL GROUP INC.,2.98,12.3,3.08,3.08,2.93,208584
CIBUS INC.,7.02,15.9,7.24,7.37,6.55,207628
SI-BONE INC.,13.98,11.76,14.16,14.24,13.64,207565
PUMA BIOTECHNOLOGY INC,3.76,11.83,3.79,3.86,3.71,207231
CINTAS CORP.,755.65,0.7,747.49,755.97,743.88,206701
TFS FINANCIAL CORP.,12.93,11.0,13.0,13.03,12.82,206390
ICON PLC,312.93,10.04,313.58,315.88,311.23,206020
UNITED FIRE GROUP INC,18.93,2.16,18.56,19.01,18.04,205465
INNOSPEC INC.,106.41,12.76,109.17,110.18,105.88,205030
RAPID MICRO BIOSYSTEMS INC.,0.85,10.02,0.95,0.95,0.8401,204923
REZOLUTE INC.,4.35,2.35,4.26,4.48,4.25,204812
X3 HOLDINGS CO.,0.399,11.55,0.3838,0.43,0.381,203810
ATOUR LIFESTYLE HOLDINGS,16.69,10.48,16.61,16.95,16.53,203601
LIMBACH HOLDINGS INC.,59.31,13.51,61.71,61.86,57.97,203454
PROGRESS SOFTWARE,56.42,0.52,56.02,56.44,55.22,203290
VROOM INC.,5.61,121.65,7.16,7.16,5.0,203251
CALAMOS STRATEGIC TOT RTN.,16.02,10.37,15.93,16.13,15.87,202994
VIRPAX PHARMACEUTICALS INC.,1.09,7.92,1.0,1.12,1.0,202866
MISSION PRODUCE INC.,9.99,11.38,10.12,10.14,9.75,202751
VASTA PLATFORM LTD.,2.99,14.17,3.06,3.3,2.9,202545
REVIVA PHARMACEUTICALS HLD.,0.8115,14.55,0.85,0.9,0.8006,201570
SPARTANNASH COMPANY,19.29,10.98,19.47,19.58,19.0,201088
DOCEBO INC.,41.79,0.12,41.61,42.2,39.54,200988
JIADE LTD.,0.5574,9.51,0.4819,0.6,0.4726,200917
CAREMAX INC.,4.54,1.79,4.41,4.66,4.1,200879
HENNESSY CAPITAL INVESTMENT,10.63,11.12,10.62,10.63,10.62,200333
AEROVIRONMENT INC.,176.02,10.23,176.48,178.25,174.83,199723
CHILDREN S PLACE INC. (THE),7.22,12.43,7.45,7.63,7.21,199487
CREXENDO INC.,4.36,0.23,4.15,4.46,4.11,199465
TENAX THERAPEUTICS INC.,4.05,12.17,4.2,4.35,3.93,198938
MOBILE-HEALTH NETWORK SOLUTIONS,0.826,11.78,0.825,0.8378,0.799,198313
TRIMAS CORP.,23.75,10.04,23.86,23.86,23.41,197578
POWELL INDUSTRIES INC.,164.62,0.08,164.02,164.76,160.23,197516
DISC MEDICINE INC.,43.09,0.56,43.36,44.53,42.17,195610
MESA AIR GROUP INC.,1.3,12.26,1.35,1.39,1.29,195418
VERA BRADLEY INC.,6.07,0.0,6.05,6.11,5.99,194817
THE CHEFS WAREHOUSE INC.,36.5,11.54,36.94,37.1,36.42,194610
THIRD HARMONIC BIO INC.,12.12,11.6,13.98,14.33,11.69,194443
MEDPACE HOLDINGS INC.,386.65,1.09,382.47,389.79,380.06,194208
ENLIVEN THERAPEUTICS INC.,21.33,11.8,21.65,23.73,20.86,193827
AGM GROUP HOLDINGS INC.,0.8201,112.29,0.8793,0.9902,0.801,193761
TOYO CO. LTD,4.27,8.65,3.94,4.52,3.94,193180
ETON PHARMACEUTICALS INC.,3.72,2.76,3.54,3.79,3.52,192700
SEZZLE INC.,116.41,9.31,104.0,117.0,97.66,191507
FANHUA INC. ADS,1.46,4.29,1.39,1.46,1.36,191445
APPFOLIO INC.,213.92,10.23,215.01,217.83,212.93,191363
UFP INDUSTRIES INC.,117.64,10.4,118.27,119.45,117.03,190910
WSFS FINANCIAL CORP.,49.99,10.44,50.03,50.36,49.46,190360
RUSH ENTERPRISES INC.,50.65,11.29,51.15,51.47,50.56,190329
SCPHARMACEUTICALS INC.,4.33,13.99,4.62,4.72,4.33,189959
SPS COMMERCE INC.,200.95,1.23,197.93,204.2,197.86,189283
DOUYU INTERNATIONAL HLD.,17.14,1.24,17.5,17.56,17.03,189070
INOZYME PHARMA INC.,4.33,11.14,4.39,4.53,4.31,189043
SCISPARC,0.31,11.96,0.308,0.316,0.308,189034
BYRNA TECHNOLOGIES INC.,10.06,10.89,10.09,10.58,9.87,188942
NIU TECHNOLOGIES ADS,1.83,10.54,1.84,1.9,1.82,188939
LEXINFINTECH HOLDINGS,1.64,10.61,1.65,1.65,1.63,188228
QMMM HOLDINGS LTD.,4.02,0.0,4.01,4.14,3.95,188206
OFS CREDIT CO.,7.3,11.48,7.39,7.4,7.28,188083
IBEX LTD.,15.45,11.9,15.76,15.82,15.18,187646
AFRICAN AGRICULTURE HLD.,0.1396,0.43,0.1368,0.1428,0.1321,187578
PETROS PHARMACEUTICALS INC.,0.3179,11.85,0.3123,0.3239,0.3006,186830
SLR INVESTMENT,15.22,10.46,15.29,15.29,15.02,186787
PRIMECH HOLDINGS,0.712,0.14,0.6897,0.7557,0.6897,186427
IMMIX BIOPHARMA INC.,1.95,12.5,2.03,2.05,1.95,186370
NEW HORIZON AIRCRAFT,0.69,13.1,0.6193,0.69,0.5803,186299
AMERICAN SOFTWARE INC.,10.25,10.68,10.36,10.4,10.06,186184
CARTICA ACQUISITION CORP,11.36,0.0,11.36,11.36,11.36,185020
LIPELLA PHARMACEUTICALS INC.,0.4742,18.1,0.493,0.5158,0.4512,184378
CARGO THERAPEUTICS INC.,13.97,10.14,14.0,14.4,13.81,184214
ALPHA TEKNOVA INC.,4.25,7.87,3.99,4.25,3.72,184140
GAIN THERAPEUTICS INC.,0.9814,1.49,0.98,1.07,0.967,184066
SOLENO THERAPEUTICS INC.,45.91,1.84,45.53,47.25,44.99,183621
CASELLA WASTE SYSTEMS INC.,103.22,10.62,104.07,104.07,102.73,183608
GOOSEHEAD INSURANCE INC.,83.75,10.95,85.0,85.63,83.25,183606
MAMMOTH ENERGY SERVICES INC.,3.86,3.76,3.75,3.88,3.68,183574
INSIGHT ENTERPRISES INC.,187.72,1.36,185.85,188.63,184.8,183197
AXT INC,2.43,12.41,2.49,2.51,2.41,182536
DIME COMMUNITY BANCSHARES INC.,22.2,10.89,22.36,22.64,21.99,182098
PANGAEA LOGISTICS SOLUTIONS,6.46,11.22,6.61,6.61,6.15,181912
INTERACTIVE STRENGTH INC.,0.347,19.54,0.3721,0.385,0.3415,181408
SCANSOURCE INC.,48.5,2.41,47.75,48.66,47.27,181369
PORTAGE BIOTECH INC.,0.1493,17.84,0.16,0.1693,0.1468,179536
COGNYTE SOFTWARE,7.2,12.04,7.36,7.36,7.2,179136
BARRETT BUSINESS SERVICES INC.,34.95,10.31,35.13,35.13,34.75,179019
MSP RECOVERY INC.,0.2997,11.99,0.308,0.308,0.2911,178885
POP CULTURE GROUP CO. LTD,1.3,15.8,1.35,1.35,1.15,178146
KORNIT DIGITAL,16.94,11.57,17.12,17.12,16.72,177172
EL POLLO LOCO HLD.,11.94,0.59,11.93,12.01,11.79,177163
FATHOM HOLDINGS INC.,2.67,11.25,2.41,2.96,2.35,176968
HORIZON TECHNOLOGY FINANCE,11.45,1.42,11.35,11.46,11.3,176540
RIBBON COMMUNICATIONS INC.,2.94,0.0,2.92,2.95,2.84,176490
SHUTTLE PHARMACEUTICALS HLD.,0.3338,13.58,0.3407,0.35,0.3276,176245
SMITH & WESSON BRANDS INC.,14.9,0.07,14.96,14.98,14.78,175702
METAGENOMI INC.,2.88,117.0,3.4,3.44,2.76,175364
ARCBEST CORP.,104.19,11.74,105.83,106.24,103.32,175291
TENX KEANE ACQUISITION ORD.,40.5,0.0,44.17,47.0,34.0,175269
RAPT THERAPEUTICS INC.,2.27,13.81,2.39,2.46,2.27,175203
CRESUD S.A.C.I.F. Y A. ADS,7.85,3.15,7.69,7.94,7.49,175083
HERITAGE FINANCIAL,20.97,10.71,21.17,21.17,20.66,174616
ACCELERATE DIAGNOSTICS INC.,1.45,2.11,1.38,1.5,1.31,174011
ATOMERA INC.,3.03,12.26,3.1,3.15,2.99,173773
INTELLICHECK INC.,2.07,128.37,2.37,2.55,2.07,173595
GIBRALTAR INDUSTRIES INC.,64.08,11.7,65.1,65.47,63.66,173307
BOLT BIOTHERAPEUTICS INC.,0.7006,10.64,0.6985,0.7124,0.6985,172817
CANTALOUPE INC.,6.73,12.18,6.88,6.93,6.68,172790
IPG PHOTONICS CORP.,66.67,10.97,67.47,67.47,66.25,172672
GLADSTONE LAND CORP.,13.79,11.29,13.91,13.91,13.58,172551
ANAPTYSBIO INC.,33.05,11.61,33.59,34.17,32.67,172526
EAGLE BANCORP INC.,19.21,11.59,19.49,19.62,19.08,172246
EVERCOMMERCE INC.,9.86,12.47,10.09,10.11,9.8,172018
ZAPP ELECTRIC VEHICLES GROUP,7.97,16.78,8.23,8.49,7.91,171623
VICOR CORP.,37.27,10.59,37.7,37.87,36.08,171487
GILAT SATELLITE NETWORKS,4.7,0.21,4.75,4.76,4.64,171436
FEMTO TECHNOLOGIES INC.,0.4999,2.21,0.5,0.5354,0.4802,171401
JEFFS BRANDS LTD,0.2131,3.3,0.21,0.2198,0.196,171300
TSCAN THERAPEUTICS INC.,5.92,12.15,6.13,6.38,5.84,171050
NORDSON CORP.,234.44,10.43,235.7,236.28,233.34,171046
KARAT PACKAGING INC.,23.84,114.83,26.0,26.0,23.65,171025
BRILLIANT EARTH GROUP INC.,2.15,113.31,2.02,2.4,2.02,170786
GENTHERM INC,49.64,0.87,49.1,50.61,49.02,170438
MASTERCRAFT BOAT HLD.,20.34,2.57,20.01,20.57,20.01,170359
BITCOIN DEPOT INC.,1.71,11.04,1.6,1.72,1.55,169981
BIORA THERAPEUTICS INC.,0.5913,0.39,0.59,0.5999,0.58,169413
LEAP THERAPEUTICS INC.,2.46,11.82,2.19,2.47,2.19,169314
TRUSTMARK CORP.,31.14,10.67,31.35,31.35,30.98,169032
AGRICULTURE & NATURAL SOLUTIONS ACQUISI,10.32,0.0,10.32,10.33,10.32,168434
H&E EQUIPMENT SERVICES INC.,44.68,11.65,45.08,45.43,44.52,167509
PERFICIENT INC.,75.18,0.12,75.1,75.28,75.08,166630
CEMTREX INC.,0.1531,12.42,0.157,0.163,0.152,166567
NATIONAL BEVERAGE,46.82,0.26,46.48,47.13,46.11,166419
Y-MABS THERAPEUTICS INC.,11.21,11.06,11.28,11.5,11.01,165874
FULGENT GENETICS INC.,23.92,12.53,24.59,24.61,23.38,165697
AMALGAMATED FINANCIAL,28.86,0.42,28.77,28.94,28.22,165337
INDEPENDENT BANK,31.31,0.68,31.01,31.45,30.61,165328
CARISMA THERAPEUTICS INC.,0.8853,11.74,0.92,0.93,0.8853,164791
NB BANCORP INC.,17.09,12.34,17.52,17.52,17.0,164516
LANDSEA HOMES CORP.,10.74,12.27,11.01,11.48,10.71,163732
